pokedex_number,name,classfication,generation,is_legendary,type1,type2,abilities,base_total,hp,attack,defense,sp_attack,sp_defense,speed,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,capture_rate,experience_growth,base_happiness,base_egg_steps,height_m,weight_kg,percentage_male
544,Whirlipede,Curlipede Pokemon,5,0,bug,poison,"['Poison Point', 'Swarm', 'Speed Boost']",360,40,55,99,40,79,47,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,120,1059860,70,3840,1.2,58.5,50
545,Scolipede,Megapede Pokemon,5,0,bug,poison,"['Poison Point', 'Swarm', 'Speed Boost']",485,60,100,89,55,69,112,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,45,1059860,70,5120,2.5,200.5,50
546,Cottonee,Cotton Puff Pokemon,5,0,grass,fairy,"['Prankster', 'Infiltrator', 'Chlorophyll']",280,40,27,60,37,50,66,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,190,1000000,70,5120,0.3,0.6,50
547,Whimsicott,Windveiled Pokemon,5,0,grass,fairy,"['Prankster', 'Infiltrator', 'Chlorophyll']",480,60,67,85,77,75,116,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,75,1000000,70,5120,0.7,6.6,50
548,Petilil,Bulb Pokemon,5,0,grass,,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",280,45,35,50,70,50,30,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,190,1000000,70,5120,0.5,6.6,0
549,Lilligant,Flowering Pokemon,5,0,grass,,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",480,70,60,75,110,75,90,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,1000000,70,5120,1.1,16.3,0
550,Basculin,Hostile Pokemon,5,0,water,,"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']",460,70,92,65,80,55,98,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,25,1000000,70,10240,1,18,50
551,Sandile,Desert Croc Pokemon,5,0,ground,dark,"['Intimidate', 'Moxie', 'Anger Point']",292,50,72,35,35,35,65,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,180,1059860,70,5120,0.7,15.2,50
552,Krokorok,Desert Croc Pokemon,5,0,ground,dark,"['Intimidate', 'Moxie', 'Anger Point']",351,60,82,45,45,45,74,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,90,1059860,70,5120,1,33.4,50
553,Krookodile,Intimidation Pokemon,5,0,ground,dark,"['Intimidate', 'Moxie', 'Anger Point']",519,95,117,80,65,70,92,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,45,1059860,70,5120,1.5,96.3,50
554,Darumaka,Zen Charm Pokemon,5,0,fire,,"['Hustle', 'Inner Focus']",315,70,90,45,15,45,50,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,120,1059860,70,5120,0.6,37.5,50
555,Darmanitan,Blazing Pokemon,5,0,fire,fire,"['Sheer Force', 'Zen Mode']",540,105,30,105,140,105,55,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,60,1059860,70,5120,1.3,92.9,50
556,Maractus,Cactus Pokemon,5,0,grass,,"['Water Absorb', 'Chlorophyll', 'Storm Drain']",461,75,86,67,106,67,60,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,255,1000000,70,5120,1,28,50
557,Dwebble,Rock Inn Pokemon,5,0,bug,rock,"['Sturdy', 'Shell Armor', 'Weak Armor']",325,50,65,85,35,35,55,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,190,1000000,70,5120,0.3,14.5,50
558,Crustle,Stone Home Pokemon,5,0,bug,rock,"['Sturdy', 'Shell Armor', 'Weak Armor']",485,70,105,125,65,75,45,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,75,1000000,70,5120,1.4,200,50
559,Scraggy,Shedding Pokemon,5,0,dark,fighting,"['Shed Skin', 'Moxie', 'Intimidate']",348,50,75,70,35,70,48,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,180,1000000,35,3840,0.6,11.8,50
560,Scrafty,Hoodlum Pokemon,5,0,dark,fighting,"['Shed Skin', 'Moxie', 'Intimidate']",488,65,90,115,45,115,58,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,90,1000000,70,3840,1.1,30,50
561,Sigilyph,Avianoid Pokemon,5,0,psychic,flying,"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",490,72,58,80,103,80,97,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,45,1000000,70,5120,1.4,14,50
562,Yamask,Spirit Pokemon,5,0,ghost,,['Mummy'],303,38,30,85,55,65,30,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,190,1000000,70,6400,0.5,1.5,50
563,Cofagrigus,Coffin Pokemon,5,0,ghost,,['Mummy'],483,58,50,145,95,105,30,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,90,1000000,70,6400,1.7,76.5,50
564,Tirtouga,Prototurtle Pokemon,5,0,water,rock,"['Solid Rock', 'Sturdy', 'Swift Swim']",355,54,78,103,53,45,22,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,45,1000000,70,7680,0.7,16.5,88.1
565,Carracosta,Prototurtle Pokemon,5,0,water,rock,"['Solid Rock', 'Sturdy', 'Swift Swim']",495,74,108,133,83,65,32,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,45,1000000,70,7680,1.2,81,88.1
566,Archen,First Bird Pokemon,5,0,rock,flying,['Defeatist'],401,55,112,45,74,45,70,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,45,1000000,70,7680,0.5,9.5,88.1
567,Archeops,First Bird Pokemon,5,0,rock,flying,['Defeatist'],567,75,140,65,112,65,110,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,45,1000000,70,7680,1.4,32,88.1
568,Trubbish,Trash Bag Pokemon,5,0,poison,,"['Stench', 'Sticky Hold', 'Aftermath']",329,50,50,62,40,62,65,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,190,1000000,70,5120,0.6,31,50
569,Garbodor,Trash Heap Pokemon,5,0,poison,,"['Stench', 'Weak Armor', 'Aftermath']",474,80,95,82,60,82,75,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,60,1000000,70,5120,1.9,107.3,50
570,Zorua,Tricky Fox Pokemon,5,0,dark,,['Illusion'],330,40,65,40,80,40,65,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,75,1059860,70,6400,0.7,12.5,88.1
571,Zoroark,Illusion Fox Pokemon,5,0,dark,,['Illusion'],510,60,105,60,120,60,105,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,45,1059860,70,5120,1.6,81.1,88.1
572,Minccino,Chinchilla Pokemon,5,0,normal,,"['Cute Charm', 'Technician', 'Skill Link']",300,55,50,40,40,40,75,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,255,800000,70,3840,0.4,5.8,24.6
573,Cinccino,Scarf Pokemon,5,0,normal,,"['Cute Charm', 'Technician', 'Skill Link']",470,75,95,60,65,60,115,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,800000,70,3840,0.5,7.5,24.6
574,Gothita,Fixation Pokemon,5,0,psychic,,"['Frisk', 'Competitive', 'Shadow Tag']",290,45,30,50,55,65,45,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,200,1059860,70,5120,0.4,5.8,24.6
575,Gothorita,Manipulate Pokemon,5,0,psychic,,"['Frisk', 'Competitive', 'Shadow Tag']",390,60,45,70,75,85,55,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,100,1059860,70,5120,0.7,18,24.6
576,Gothitelle,Astral Body Pokemon,5,0,psychic,,"['Frisk', 'Competitive', 'Shadow Tag']",490,70,55,95,95,110,65,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,1059860,70,5120,1.5,44,24.6
577,Solosis,Cell Pokemon,5,0,psychic,,"['Overcoat', 'Magic Guard', 'Regenerator']",290,45,30,40,105,50,20,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,200,1059860,70,5120,0.3,1,50
578,Duosion,Mitosis Pokemon,5,0,psychic,,"['Overcoat', 'Magic Guard', 'Regenerator']",370,65,40,50,125,60,30,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,100,1059860,70,5120,0.6,8,50
579,Reuniclus,Multiplying Pokemon,5,0,psychic,,"['Overcoat', 'Magic Guard', 'Regenerator']",490,110,65,75,125,85,30,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,1059860,70,5120,1,20.1,50
580,Ducklett,Water Bird Pokemon,5,0,water,flying,"['Keen Eye', 'Big Pecks', 'Hydration']",305,62,44,50,44,50,55,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,190,1000000,70,5120,0.5,5.5,50
581,Swanna,White Bird Pokemon,5,0,water,flying,"['Keen Eye', 'Big Pecks', 'Hydration']",473,75,87,63,87,63,98,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,45,1000000,70,5120,1.3,24.2,50
582,Vanillite,Fresh Snow Pokemon,5,0,ice,,"['Ice Body', 'Snow Cloak', 'Weak Armor']",305,36,50,50,65,60,44,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,255,1250000,70,5120,0.4,5.7,50
583,Vanillish,Icy Snow Pokemon,5,0,ice,,"['Ice Body', 'Snow Cloak', 'Weak Armor']",395,51,65,65,80,75,59,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,120,1250000,70,5120,1.1,41,50
584,Vanilluxe,Snowstorm Pokemon,5,0,ice,,"['Ice Body', 'Snow Warning', 'Weak Armor']",535,71,95,85,110,95,79,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,45,1250000,70,5120,1.3,57.5,50
585,Deerling,Season Pokemon,5,0,normal,grass,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",335,60,60,50,40,50,75,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,190,1000000,70,5120,0.6,19.5,50
586,Sawsbuck,Season Pokemon,5,0,normal,grass,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",475,80,100,70,60,70,95,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,75,1000000,70,5120,1.9,92.5,50
587,Emolga,Sky Squirrel Pokemon,5,0,electric,flying,"['Static', 'Motor Drive']",428,55,75,60,75,60,103,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,200,1000000,70,5120,0.4,5,50
588,Karrablast,Clamping Pokemon,5,0,bug,,"['Swarm', 'Shed Skin', 'No Guard']",315,50,75,45,40,45,60,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,200,1000000,70,3840,0.5,5.9,50
589,Escavalier,Cavalry Pokemon,5,0,bug,steel,"['Swarm', 'Shell Armor', 'Overcoat']",495,70,135,105,60,105,20,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,75,1000000,70,3840,1,33,50
590,Foongus,Mushroom Pokemon,5,0,grass,poison,"['Effect Spore', 'Regenerator']",294,69,55,45,55,55,15,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,190,1000000,70,5120,0.2,1,50
591,Amoonguss,Mushroom Pokemon,5,0,grass,poison,"['Effect Spore', 'Regenerator']",464,114,85,70,85,80,30,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,75,1000000,70,5120,0.6,10.5,50
592,Frillish,Floating Pokemon,5,0,water,ghost,"['Water Absorb', 'Cursed Body', 'Damp']",335,55,40,50,65,85,40,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,190,1000000,70,5120,1.2,33,50
593,Jellicent,Floating Pokemon,5,0,water,ghost,"['Water Absorb', 'Cursed Body', 'Damp']",480,100,60,70,85,105,60,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,60,1000000,70,5120,2.2,135,50
594,Alomomola,Caring Pokemon,5,0,water,,"['Healer', 'Hydration', 'Regenerator']",470,165,75,80,40,45,65,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,800000,70,10240,1.2,31.6,50
595,Joltik,Attaching Pokemon,5,0,bug,electric,"['Compoundeyes', 'Unnerve', 'Swarm']",319,50,47,50,57,50,65,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,190,1000000,70,5120,0.1,0.6,50
596,Galvantula,EleSpider Pokemon,5,0,bug,electric,"['Compoundeyes', 'Unnerve', 'Swarm']",472,70,77,60,97,60,108,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,75,1000000,70,5120,0.8,14.3,50
597,Ferroseed,Thorn Seed Pokemon,5,0,grass,steel,['Iron Barbs'],305,44,50,91,24,86,10,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,255,1000000,70,5120,0.6,18.8,50
598,Ferrothorn,Thorn Pod Pokemon,5,0,grass,steel,"['Iron Barbs', 'Anticipation']",489,74,94,131,54,116,20,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,90,1000000,70,5120,1,110,50
599,Klink,Gear Pokemon,5,0,steel,,"['Plus', 'Minus', 'Clear Body']",300,40,55,70,45,60,30,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,130,1059860,70,5120,0.3,21,
600,Klang,Gear Pokemon,5,0,steel,,"['Plus', 'Minus', 'Clear Body']",440,60,80,95,70,85,50,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,60,1059860,70,5120,0.6,51,
601,Klinklang,Gear Pokemon,5,0,steel,,"['Plus', 'Minus', 'Clear Body']",520,60,100,115,70,85,90,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,30,1059860,70,5120,0.6,81,
602,Tynamo,EleFish Pokemon,5,0,electric,,['Levitate'],275,35,55,40,45,40,60,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,190,1250000,70,5120,0.2,0.3,50
603,Eelektrik,EleFish Pokemon,5,0,electric,,['Levitate'],405,65,85,70,75,70,40,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,60,1250000,70,5120,1.2,22,50
604,Eelektross,EleFish Pokemon,5,0,electric,,['Levitate'],515,85,115,80,105,80,50,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,30,1250000,70,5120,2.1,80.5,50
605,Elgyem,Cerebral Pokemon,5,0,psychic,,"['Telepathy', 'Synchronize', 'Analytic']",335,55,55,55,85,55,30,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,255,1000000,70,5120,0.5,9,50
606,Beheeyem,Cerebral Pokemon,5,0,psychic,,"['Telepathy', 'Synchronize', 'Analytic']",485,75,75,75,125,95,40,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,90,1000000,70,5120,1,34.5,50
607,Litwick,Candle Pokemon,5,0,ghost,fire,"['Flash Fire', 'Flame Body', 'Infiltrator']",275,50,30,55,65,55,20,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,190,1059860,70,5120,0.3,3.1,50
608,Lampent,Lamp Pokemon,5,0,ghost,fire,"['Flash Fire', 'Flame Body', 'Infiltrator']",370,60,40,60,95,60,55,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,90,1059860,70,5120,0.6,13,50
609,Chandelure,Luring Pokemon,5,0,ghost,fire,"['Flash Fire', 'Flame Body', 'Infiltrator']",520,60,55,90,145,90,80,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,45,1059860,70,5120,1,34.3,50
610,Axew,Tusk Pokemon,5,0,dragon,,"['Rivalry', 'Mold Breaker', 'Unnerve']",320,46,87,60,30,40,57,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,75,1250000,35,10240,0.6,18,50
611,Fraxure,Axe Jaw Pokemon,5,0,dragon,,"['Rivalry', 'Mold Breaker', 'Unnerve']",410,66,117,70,40,50,67,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,60,1250000,35,10240,1,36,50
612,Haxorus,Axe Jaw Pokemon,5,0,dragon,,"['Rivalry', 'Mold Breaker', 'Unnerve']",540,76,147,90,60,70,97,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,45,1250000,35,10240,1.8,105.5,50
613,Cubchoo,Chill Pokemon,5,0,ice,,"['Snow Cloak', 'Slush Rush', 'Rattled']",305,55,70,40,60,40,40,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,120,1000000,70,5120,0.5,8.5,50
614,Beartic,Freezing Pokemon,5,0,ice,,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",505,95,130,80,70,80,50,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,60,1000000,70,5120,2.6,260,50
615,Cryogonal,Crystallizing Pokemon,5,0,ice,,['Levitate'],515,80,50,50,95,135,105,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,25,1000000,70,6400,1.1,148,
616,Shelmet,Snail Pokemon,5,0,bug,,"['Hydration', 'Shell Armor', 'Overcoat']",305,50,40,85,40,65,25,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,200,1000000,70,3840,0.4,7.7,50
617,Accelgor,Shell Out Pokemon,5,0,bug,,"['Hydration', 'Sticky Hold', 'Unburden']",495,80,70,40,100,60,145,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,75,1000000,70,3840,0.8,25.3,50
618,Stunfisk,Trap Pokemon,5,0,ground,electric,"['Static', 'Limber', 'Sand Veil']",471,109,66,84,81,99,32,1,1,1,0,1,1,1,0.5,1,2,2,2,1,0.5,1,0.5,0.5,2,75,1000000,70,5120,0.7,11,50
619,Mienfoo,Martial Arts Pokemon,5,0,fighting,,"['Inner Focus', 'Regenerator', 'Reckless']",350,45,85,50,55,50,65,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,180,1059860,70,6400,0.9,20,50
620,Mienshao,Martial Arts Pokemon,5,0,fighting,,"['Inner Focus', 'Regenerator', 'Reckless']",510,65,125,60,95,60,105,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,45,1059860,70,6400,1.4,35.5,50
621,Druddigon,Cave Pokemon,5,0,dragon,,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",485,77,120,90,60,90,48,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,45,1000000,70,7680,1.6,139,50
622,Golett,Automaton Pokemon,5,0,ground,ghost,"['Iron Fist', 'Klutz', 'No Guard']",303,59,74,50,35,50,35,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,190,1000000,70,6400,1,92,
623,Golurk,Automaton Pokemon,5,0,ground,ghost,"['Iron Fist', 'Klutz', 'No Guard']",483,89,124,80,55,80,55,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,90,1000000,70,6400,2.8,330,
624,Pawniard,Sharp Blade Pokemon,5,0,dark,steel,"['Defiant', 'Inner Focus', 'Pressure']",340,45,85,70,40,40,60,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,120,1000000,35,5120,0.5,10.2,50
625,Bisharp,Sword Blade Pokemon,5,0,dark,steel,"['Defiant', 'Inner Focus', 'Pressure']",490,65,125,100,60,70,70,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,45,1000000,35,5120,1.6,70,50
626,Bouffalant,Bash Buffalo Pokemon,5,0,normal,,"['Reckless', 'Sap Sipper', 'Soundproof']",490,95,110,95,40,95,55,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,1000000,70,5120,1.6,94.6,50
627,Rufflet,Eaglet Pokemon,5,0,normal,flying,"['Keen Eye', 'Sheer Force', 'Hustle']",350,70,83,50,37,50,60,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,190,1250000,70,5120,0.5,10.5,100
628,Braviary,Valiant Pokemon,5,0,normal,flying,"['Keen Eye', 'Sheer Force', 'Defiant']",510,100,123,75,57,75,80,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,60,1250000,70,5120,1.5,41,100
629,Vullaby,Diapered Pokemon,5,0,dark,flying,"['Big Pecks', 'Overcoat', 'Weak Armor']",370,70,55,75,45,65,60,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,190,1250000,35,5120,0.5,9,0
630,Mandibuzz,Bone Vulture Pokemon,5,0,dark,flying,"['Big Pecks', 'Overcoat', 'Weak Armor']",510,110,65,105,55,95,80,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,60,1250000,35,5120,1.2,39.5,0
631,Heatmor,Anteater Pokemon,5,0,fire,,"['Gluttony', 'Flash Fire', 'White Smoke']",484,85,97,66,105,66,65,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,90,1000000,70,5120,1.4,58,50
632,Durant,Iron Ant Pokemon,5,0,bug,steel,"['Swarm', 'Hustle', 'Truant']",484,58,109,112,48,48,109,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,90,1000000,70,5120,0.3,33,50
633,Deino,Irate Pokemon,5,0,dark,dragon,['Hustle'],300,52,65,50,45,50,38,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,45,1250000,35,10240,0.8,17.3,50
634,Zweilous,Hostile Pokemon,5,0,dark,dragon,['Hustle'],420,72,85,70,65,70,58,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,45,1250000,35,10240,1.4,50,50
635,Hydreigon,Brutal Pokemon,5,0,dark,dragon,['Levitate'],600,92,105,90,125,90,98,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,45,1250000,35,10240,1.8,160,50
636,Larvesta,Torch Pokemon,5,0,bug,fire,"['Flame Body', 'Swarm']",360,55,85,55,50,55,60,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,45,1250000,70,10240,1.1,28.8,50
637,Volcarona,Sun Pokemon,5,0,bug,fire,"['Flame Body', 'Swarm']",550,85,60,65,135,105,100,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,15,1250000,70,10240,1.6,46,50
638,Cobalion,Iron Will Pokemon,5,1,steel,fighting,['Justified'],580,91,90,129,90,72,108,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,3,1250000,35,20480,2.1,250,
639,Terrakion,Cavern Pokemon,5,1,rock,fighting,['Justified'],580,91,129,90,72,90,108,0.5,0.5,1,1,2,2,0.5,1,1,2,2,1,0.5,0.5,2,0.5,2,2,3,1250000,35,20480,1.9,260,
640,Virizion,Grassland Pokemon,5,1,grass,fighting,['Justified'],580,91,90,72,90,129,108,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,3,1250000,35,20480,2,200,
641,Tornadus,Cyclone Pokemon,5,1,flying,,"['Prankster', 'Defiant', 'Regenerator']",580,79,100,80,110,90,121,0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1,3,1250000,90,30720,1.5,63,100
642,Thundurus,Bolt Strike Pokemon,5,1,electric,flying,"['Prankster', 'Defiant', 'Volt Absorb']",580,79,105,70,145,80,101,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,3,1250000,90,30720,1.5,61,100
643,Reshiram,Vast White Pokemon,5,1,dragon,fire,['Turboblaze'],680,100,120,100,150,120,90,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,3,1250000,0,30720,3.2,330,
644,Zekrom,Deep Black Pokemon,5,1,dragon,electric,['Teravolt'],680,100,150,120,120,100,90,1,1,2,0.25,2,1,0.5,0.5,1,0.5,2,2,1,1,1,1,0.5,0.5,3,1250000,0,30720,2.9,345,
645,Landorus,Abundance Pokemon,5,1,ground,flying,"['Sand Force', 'Sheer Force', 'Intimidate']",600,89,145,90,105,80,91,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,3,1250000,90,30720,1.5,68,100
646,Kyurem,Boundary Pokemon,5,1,dragon,ice,"['Pressure', 'Teravolt', 'Turboblaze']",700,125,120,90,170,100,95,1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5,3,1250000,0,30720,3,325,
647,Keldeo,Colt Pokemon,5,1,water,fighting,['Justified'],580,91,72,90,129,90,108,0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,3,1250000,35,20480,1.4,48.5,
648,Meloetta,Melody Pokemon,5,1,normal,psychic,['Serene Grace'],600,100,128,90,77,77,128,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,3,1250000,100,30720,0.6,6.5,
649,Genesect,Paleozoic Pokemon,5,1,bug,steel,['Download'],600,71,120,95,120,95,99,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,3,1250000,0,30720,1.5,82.5,
650,Chespin,Spiky Nut Pokemon,6,0,grass,,"['Overgrow', 'Bulletproof']",313,56,61,65,48,45,38,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,1059860,70,5120,0.4,9,88.1
651,Quilladin,Spiny Armor Pokemon,6,0,grass,,"['Overgrow', 'Bulletproof']",405,61,78,95,56,58,57,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,1059860,70,5120,0.7,29,88.1
